Date,XLU,XLB,XLI,XLE,XLY,XLP,XLV,XLK,XLF,Cash,Total
2011-Aug-01,5788.98,3333.44,9545.42,45116.9,21770.9,13301.8,17071.9,18465.6,-6032.75,31383.3,159745
2011-Aug-02,5689.8,3230.48,9213.02,43858.1,20948.4,13128.6,16705.4,18079,-5869.15,31383.3,156367
2011-Aug-03,5689.8,3247.2,9296.12,43609.9,21103,13180.5,16735.9,18265.2,-5897.78,31383.3,156613
2011-Aug-04,5503.62,3027.2,8797.52,40619.4,20076.2,12769.2,16069.1,17527.7,-5599.21,31383.3,150174
2011-Aug-05,5548.86,3020.16,8797.52,40229.4,20059.7,12951,16191.3,17420.3,-5492.87,31383.3,150109
2011-Aug-08,5254.8,2799.28,8177.04,36807.5,18801.1,12461.7,15361.6,16439.4,-4973.44,31383.3,142512
2011-Aug-09,5427.06,2971.76,8581.46,38680.9,19673.3,12764.8,15921.5,17191.2,-5357.9,31383.3,147237
2011-Aug-10,5324.4,2869.68,8143.8,37345.3,18834.2,12275.6,15249.6,16518.1,-4985.71,31383.3,142958
2011-Aug-11,5548.86,3011.36,8531.6,39283.8,19667.8,12639.3,15947,17148.2,-5263.83,31383.3,147897
2011-Aug-12,5515.8,3030.72,8697.8,39573.4,19910.6,12790.8,16104.8,17269.9,-5227.02,31383.3,149050
2011-Aug-15,5703.72,3079.12,8827.99,40909,20203.2,12972.7,16374.5,17577.8,-5394.71,31383.3,151637
2011-Aug-16,5696.76,3029.84,8703.34,40229.4,20092.8,13003,16359.3,17448.9,-5288.37,31383.3,150658
2011-Aug-17,5738.52,3038.64,8675.64,40388.9,20065.2,13089.6,16374.5,17370.2,-5321.09,31383.3,150803
2011-Aug-18,5670.66,2861.76,8196.43,38048.6,19071.6,12855.8,15835,16525.3,-5063.42,31383.3,145385
2011-Aug-19,5635.86,2816,8069.01,37374.8,18795.6,12795.1,15794.3,16124.3,-4961.17,31383.3,143827
2011-Aug-22,5621.94,2816,8099.48,37073.4,18850.8,12834.1,15784.1,16210.2,-4899.82,31383.3,143774
2011-Aug-23,5722.86,2915.44,8384.79,38746,19579.4,13098.2,16298.2,16804.5,-5059.33,31383.3,147873
2011-Aug-24,5846.4,2956.8,8553.76,38976.4,19927.2,13154.5,16486.5,16954.9,-5194.3,31383.3,149046
2011-Aug-25,5750.7,2924.24,8393.1,38155,19529.8,12955.4,16206.6,16711.4,-5177.94,31383.3,146831
2011-Aug-26,5742,2985.84,8567.61,38893.7,19938.2,13063.6,16410.2,17040.8,-5222.93,31383.3,148802
2011-Aug-29,5855.1,3076.48,8839.07,40028.4,20517.8,13297.4,16827.5,17470.4,-5439.7,31383.3,151856
2011-Aug-30,5858.58,3102,8913.86,40264.8,20611.7,13332.1,16883.5,17542,-5402.89,31383.3,152489
2011-Aug-31,5896.86,3109.92,8974.8,40566.2,20738.6,13375.4,17000.6,17499,-5472.42,31383.3,153072
2011-Sep-01,5420.87,3137.4,8923.6,42370.6,20447.6,12589,16291.4,17257.4,-5585.16,31195.1,152048
2011-Sep-02,5359.69,3057.3,8638,41188.8,19869.1,12409.1,15933,16864.7,-5354.58,31195.1,149160
2011-Sep-06,5333.93,3041.1,8548.4,40741,19808.5,12360,15972.2,16786.1,-5260.64,31195.1,148526
2011-Sep-07,5393.5,3128.4,8814.4,42233.8,20320.9,12580.8,16355.2,17221.7,-5512.57,31195.1,151731
2011-Sep-08,5390.28,3087,8682.8,41742.4,20045.4,12548.1,16178.5,17136,-5393.01,31195.1,150613
2011-Sep-09,5280.8,2985.3,8450.4,40361.6,19516.4,12270,15697.3,16771.9,-5222.21,31195.1,147307
2011-Sep-12,5324.27,2965.5,8467.2,40554.4,19747.8,12282.3,15751.3,16971.8,-5281.99,31195.1,147978
2011-Sep-13,5359.69,3014.1,8624,40666.4,19979.3,12327.3,15913.3,17171.7,-5316.15,31195.1,148935
2011-Sep-14,5396.72,3060.9,8775.2,41170.2,20309.9,12474.5,16065.5,17428.7,-5380.2,31195.1,150497
2011-Sep-15,5464.34,3113.1,8954.4,41985,20651.5,12621.7,16212.8,17707.2,-5516.84,31195.1,152388
2011-Sep-16,5470.78,3106.8,8951.6,41730,20811.3,12613.6,16212.8,17835.7,-5512.57,31773.6,152994
2011-Sep-19,5440.19,3060.9,8867.6,41070.7,20772.7,12507.2,16060.6,17792.9,-5363.12,31773.6,151983
2011-Sep-20,5519.08,3024.9,8803.2,40815.6,20662.5,12531.8,16207.9,17750,-5346.04,31773.6,151743
2011-Sep-21,5417.65,2888.1,8439.2,39117.6,19995.8,12274.1,15770.9,17485.9,-5081.3,31773.6,148082
2011-Sep-22,5325.88,2726.1,8122.8,36909.5,19395.2,12041,15451.8,16943.2,-4936.12,31773.6,143753
2011-Sep-23,5379.01,2721.6,8206.8,36511.4,19687.2,12065.5,15456.7,17136,-4987.36,31773.6,143950
2011-Sep-26,5422.48,2808.9,8414,37842.5,20150.1,12298.6,15712,17350.2,-5209.4,31773.6,146563
2011-Sep-27,5441.8,2867.4,8562.4,38396.1,20287.8,12372.2,15952.6,17571.5,-5235.02,31773.6,147990
2011-Sep-28,5387.06,2740.5,8344,37139.6,19940.7,12139.1,15677.6,17321.6,-5085.57,31773.6,145378
2011-Sep-29,5474,2743.2,8464.4,37494.2,19775.4,12257.7,15780.7,17285.9,-5226.48,31773.6,145823
2011-Sep-30,5412.82,2642.4,8181.6,36393.2,19207.9,12130.9,15579.4,16850.4,-5042.87,31773.6,143129
2011-Oct-03,42994.2,-313.83,8434.8,15995.2,12926.9,26131.6,15175.7,16310.5,-23451.1,26196.1,140400
2011-Oct-04,42784.6,-326.04,8669.43,16518.7,13335.6,26381.9,15338.7,16642.8,-24386.7,26196.1,141155
2011-Oct-05,42810.8,-339.02,8853.57,17127.2,13580.1,26417.7,15585.7,16989.2,-24740.1,26196.1,142481
2011-Oct-06,43570.6,-347.6,9031.77,17449.8,13897.2,26730.6,15773.4,17243.7,-25509.3,26196.1,144036
2011-Oct-07,43754,-342.32,9010.98,17234.7,13885.7,26882.6,15758.6,17180.1,-24594.6,26196.1,144966
2011-Oct-10,44605.5,-356.73,9325.8,18015.8,14355.6,27302.8,16119.2,17710.3,-25862.8,26196.1,147412
2011-Oct-11,44199.4,-357.17,9352.53,18052.6,14416.7,27249.1,16094.5,17788.1,-25842,26196.1,147150
2011-Oct-12,44094.6,-360.69,9471.33,18148.8,14546.6,27463.7,16104.4,17865.9,-26507.2,26196.1,147023
2011-Oct-13,44094.6,-358.82,9391.14,18123.3,14535.1,27383.2,16089.6,18063.8,-25883.5,26196.1,147635
2011-Oct-14,44513.8,-368.28,9560.43,18847.8,14771.9,27597.8,16242.7,18382,-26195.4,26196.1,149549
2011-Oct-17,44330.4,-355.74,9287.19,18505.4,14470.2,27410,15961.1,18092.1,-25384.6,26196.1,148512
2011-Oct-18,44644.8,-364.87,9554.49,19099.7,14764.3,27615.7,16079.7,18254.7,-26590.4,26196.1,149254
2011-Oct-19,44684.1,-354.31,9438.66,18901.6,14542.7,27535.2,16050.1,17901.2,-26216.2,26196.1,148679
2011-Oct-20,44933,-357.61,9518.85,19048.7,14615.3,27687.2,16035.2,17823.5,-26611.2,26196.1,148889
2011-Oct-21,45692.8,-367.07,9702.99,19399.7,15020.2,28134.2,16356.3,18049.7,-27297.3,26196.1,150888
2011-Oct-24,45496.3,-375.87,9884.16,19654.3,15241.8,27937.5,16603.3,18332.5,-27900.2,26196.1,151070
2011-Oct-25,44985.4,-366.3,9682.2,19244,14909.5,27606.7,16267.4,18042.6,-27068.6,26196.1,149499
2011-Oct-26,45168.8,-372.9,9750.51,19660,14852.2,27883.9,16484.8,18120.4,-27546.8,26196.1,150197
2011-Oct-27,46243,-393.14,10175.2,20531.7,15257.1,28241.5,16884.9,18657.7,-29189.2,26196.1,152605
2011-Oct-28,45863.1,-395.89,10175.2,20670.3,15138.7,28169.9,16899.7,18721.4,-29210,26196.1,152229
2011-Oct-31,45653.5,-378.95,9925.74,19727.9,14905.6,27749.8,16578.6,18389.1,-28066.5,26196.1,150681
2011-Nov-01,18322.4,301.77,8783.11,43039.5,13592.1,12383,16065,16944.3,-10699.5,30165,148897
2011-Nov-02,18644.6,309.24,8956.55,44334.6,13730.9,12500.7,16172.3,17152,-11015.7,30165,150950
2011-Nov-03,18870.2,315.54,9176.06,45502.2,13908.9,12655,16348,17560.7,-11207,30165,153295
2011-Nov-04,18784.3,314.82,9105.6,45463.9,13855.5,12581.9,16196.7,17453.5,-11057.3,30165,152864
2011-Nov-07,18886.3,317.52,9127.28,45712.7,13944.5,12687.5,16387,17560.7,-11115.5,30165,153673
2011-Nov-08,19009.8,321.3,9230.26,46459.2,14079.8,12813.4,16587.1,17761.7,-11323.5,30165,155104
2011-Nov-09,18596.3,305.64,8872.54,44404.8,13577.8,12512.9,16108.9,17145.3,-10707.8,30165,150981
2011-Nov-10,18719.8,309.33,8980.94,45176.8,13706,12634.7,16338.2,17198.9,-10757.8,30165,152472
2011-Nov-11,18988.3,316.53,9195.03,46101.9,14051.3,12780.9,16626.2,17527.2,-11015.7,30165,154737
2011-Nov-14,18762.8,313.2,9138.12,45495.8,13948.1,12671.3,16513.9,17393.2,-10791,30165,153610
2011-Nov-15,18795,313.83,9192.32,45444.7,13997.9,12732.2,16553,17627.7,-10841,30165,153981
2011-Nov-16,18569.5,306.45,9056.82,44762.1,13734.5,12618.5,16235.8,17366.4,-10574.7,30165,152240
2011-Nov-17,18472.8,297.72,8899.64,43741.3,13492.4,12573.8,16065,17031.4,-10366.7,30165,150372
2011-Nov-18,18601.7,299.34,8921.32,43479.7,13485.3,12610.4,16030.8,16890.7,-10400,30165,150084
2011-Nov-21,18370.8,294.12,8715.36,42701.3,13275.2,12407.4,15723.4,16595.9,-10142.1,30165,148106
2011-Nov-22,18145.2,291.87,8658.45,42299.4,13268.1,12419.5,15762.4,16569.1,-10050.6,30165,147529
2011-Nov-23,17860.6,284.13,8457.91,41017,13004.7,12285.6,15533,16173.8,-9776,30165,145006
2011-Nov-25,17951.9,282.69,8444.36,40723.5,12933.5,12330.2,15474.5,16086.7,-9800.96,30165,144591
2011-Nov-28,18177.4,293.31,8728.91,42248.4,13328.6,12525.1,15889.3,16616,-10092.2,30165,147880
2011-Nov-29,18376.1,293.85,8737.04,42854.5,13374.9,12655,15957.6,16528.9,-10042.2,30165,148901
2011-Nov-30,18907.8,310.68,9184.19,45215.1,13791.4,12951.4,16533.4,17165.4,-10657.9,30165,153567
2011-Dec-01,44835.5,-343,8816.58,16774.2,13608.3,27040.7,16048.9,17130.4,-24932.2,34410.5,153390
2011-Dec-02,44375.8,-340,8798.31,16760,13713.6,26947.3,15850.2,17117.1,-25264.9,34410.5,152368
2011-Dec-05,44720.5,-344,8892.27,16967,13839.9,27108.6,15878.6,17310,-25773.7,34410.5,153010
2011-Dec-06,44848.2,-347.2,8889.66,16964.6,13794.3,27142.5,15944.8,17303.3,-25793.3,34410.5,153158
2011-Dec-07,44784.4,-347.5,8887.05,16802.8,13882,27210.4,16063.1,17323.2,-26106.4,34410.5,152910
2011-Dec-08,44133.1,-336.7,8667.81,16333.9,13587.2,26896.3,15765.1,17050.6,-25088.7,34410.5,151419
2011-Dec-09,44695,-341,8866.17,16705.2,13811.8,27176.5,15996.9,17316.6,-25636.7,34410.5,153001
2011-Dec-12,44311.9,-332.9,8704.35,16314.9,13769.7,26930.3,15807.7,17097.1,-25030,34410.5,151984
2011-Dec-13,44477.9,-327.3,8589.51,16162.6,13499.5,26870.8,15779.3,16937.5,-24677.8,34410.5,151723
2011-Dec-14,44197,-323.3,8487.72,15708,13359.1,26735,15769.8,16678.2,-24579.9,34410.5,150442
2011-Dec-15,44733.3,-325.5,8547.75,15641.4,13380.1,27006.7,15944.8,16638.3,-24599.5,34410.5,151378
2011-Dec-16,44107.6,-325.3,8526.87,15741.3,13302.9,26735,15802.9,16611.7,-24540.8,35350.6,151313
2011-Dec-19,43775.6,-319.5,8438.13,15465.2,13155.5,26624.6,15802.9,16452.1,-23992.8,35350.6,150752
2011-Dec-20,44707.8,-332.1,8727.84,16100.7,13517,27176.5,16134,16917.6,-24893,35350.6,153407
2011-Dec-21,45371.8,-332.6,8730.45,16279.2,13562.6,27465.1,16238.1,16638.3,-25030,35350.6,154274
2011-Dec-22,45422.9,-335.9,8813.97,16469.6,13601.2,27456.7,16356.3,16831.1,-25558.4,35350.6,154408
2011-Dec-23,45716.6,-339.1,8897.49,16564.8,13752.2,27651.9,16460.4,16997.4,-25734.5,35350.6,155318
2011-Dec-27,46086.9,-339,8894.88,16607.6,13794.3,27702.9,16498.2,17024,-25597.6,35350.6,156023
2011-Dec-28,45920.9,-330.9,8753.94,16291.1,13643.4,27567,16318.5,16851.1,-25186.6,35350.6,155179
2011-Dec-29,46278.5,-335.2,8863.56,16460.1,13783.8,27711.4,16436.8,16977.5,-25578,35350.6,155949
2011-Dec-30,45946.5,-335,8808.75,16452.9,13696,27584,16408.4,16924.3,-25441,35350.6,155395
2012-Jan-03,46260.1,-378.73,9484.75,18188.8,14362.7,28337.6,17007.8,18092.8,-26933.5,30640.5,155063
2012-Jan-04,45998.3,-381.92,9528.75,18227.2,14475.9,28276.5,16925.5,18141.9,-26852.7,30640.5,154980
2012-Jan-05,46089.9,-383.02,9531.5,18140.2,14596.4,28259,16973.9,18198,-27216.1,30640.5,154830
2012-Jan-06,45841.2,-382.47,9512.25,18032.6,14618.2,28075.7,17002.9,18205,-27054.6,30640.5,154491
2012-Jan-09,45906.6,-383.24,9583.75,18119.7,14596.4,28119.3,17032,18176.9,-27195.9,30640.5,154596
2012-Jan-10,45972.1,-390.39,9721.25,18281,14691.2,28215.4,17157.8,18240,-27680.5,30640.5,154848
2012-Jan-11,45762.6,-394.24,9751.5,18035.2,14713.2,28093.1,17172.3,18296.1,-28003.5,30640.5,154067
2012-Jan-12,45697.2,-399.74,9836.75,17866.2,14757,28084.4,17225.6,18387.2,-28104.5,30640.5,153991
2012-Jan-13,45671,-397.1,9759.75,17776.6,14738.7,28058.2,17148.1,18282.1,-27902.6,30640.5,153775
2012-Jan-17,45631.7,-399.3,9809.25,17902.1,14778.9,28163,17254.6,18366.2,-27680.5,30640.5,154466
2012-Jan-18,45618.6,-403.81,9897.25,18196.5,15016.1,28224.1,17351.4,18632.6,-28104.5,30640.5,155069
2012-Jan-19,45239,-404.14,10001.7,18270.7,15147.5,28276.5,17351.4,18765.8,-28367,30640.5,154922
2012-Jan-20,45304.5,-402.38,9944,18273.3,15023.4,28285.2,17351.4,18786.8,-28548.7,30640.5,154658
2012-Jan-23,45487.8,-402.16,9933,18419.2,15012.5,28259,17274,18849.9,-28649.6,30640.5,154824
2012-Jan-24,45121.2,-402.16,9944,18365.4,15056.2,28101.9,17278.8,18835.9,-28609.2,30640.5,154333
2012-Jan-25,45867.4,-408.54,10054,18590.7,15165.7,28424.9,17404.6,18983.1,-28669.8,30640.5,156053
2012-Jan-26,46024.4,-408.43,10034.8,18337.3,15140.2,28320.1,17327.2,18856.9,-28427.5,30640.5,155845
2012-Jan-27,45461.6,-408.98,10026.5,18298.9,15129.3,28128.1,17336.9,18856.9,-28528.5,30640.5,154941
2012-Jan-30,45173.6,-408.54,9990.75,18211.8,15085.5,27944.7,17312.7,18913,-28266,30640.5,154598
2012-Jan-31,45396.1,-408.98,9960.5,18096.6,15081.8,27962.2,17327.2,18948,-28387.1,30640.5,154617
2012-Feb-01,10579.2,3229.3,9298.94,4754.99,14137.9,25485.4,59575.2,17881.5,-20548.9,31081.2,155475
2012-Feb-02,10561,3213.82,9304.02,4791.17,14120.8,25580.2,59344.5,17927.4,-20649.6,31081.2,155274
2012-Feb-03,10588.3,3257.68,9464.04,4875.59,14410.7,25659.2,59690.6,18156.6,-21210.9,31081.2,155973
2012-Feb-06,10542.7,3239.62,9441.18,4933.88,14380,25643.4,59361,18163.2,-21110.1,31081.2,155676
2012-Feb-07,10618.7,3236.18,9431.02,4959.34,14448.2,25667.1,59575.2,18209,-21095.7,31081.2,156130
2012-Feb-08,10630.9,3239.62,9451.34,4942.59,14482.3,25675,59575.2,18320.3,-21254,31081.2,156144
2012-Feb-09,10600.5,3243.06,9476.74,4943.26,14506.1,25817.2,59262.1,18497.2,-21167.7,31081.2,156260
2012-Feb-10,10579.2,3186.3,9390.38,4893.68,14427.7,25761.9,59014.9,18359.7,-20966.2,31081.2,155729
2012-Feb-13,10567,3194.9,9504.68,4932.54,14543.7,25872.5,59459.8,18477.5,-21153.3,31081.2,156481
2012-Feb-14,10570.1,3153.62,9471.66,4941.25,14526.6,25935.7,59707,18510.3,-20951.8,31081.2,156946
2012-Feb-15,10548.8,3156.2,9347.2,4933.21,14461.8,25927.8,59591.7,18412.1,-20822.3,31081.2,156638
2012-Feb-16,10661.3,3212.1,9433.56,4997.53,14523.2,26093.7,59921.3,18680.6,-21153.3,31081.2,157451
2012-Feb-17,10655.2,3213.82,9469.12,5016.29,14649.4,26117.4,59723.5,18680.6,-21282.8,31081.2,157324
2012-Feb-21,10615.7,3232.74,9502.14,5050.46,14598.2,25967.3,59295,18759.2,-21268.4,31081.2,156834
2012-Feb-22,10627.8,3227.58,9491.98,5061.85,14560.7,25896.2,59295,18693.7,-20995,31081.2,156941
2012-Feb-23,10618.7,3231.02,9522.46,5087.31,14632.3,26030.5,59344.5,18765.8,-21182.1,31081.2,157132
2012-Feb-24,10664.3,3229.3,9519.92,5107.41,14615.3,26117.4,59641.1,18877.1,-21110.1,31081.2,157743
2012-Feb-27,10661.3,3230.16,9527.54,5091.33,14700.5,26117.4,59756.5,18909.9,-21268.4,31081.2,157807
2012-Feb-28,10609.6,3240.48,9514.84,5074.58,14782.3,26204.3,59987.2,19047.4,-21326,31081.2,158216
2012-Feb-29,10606.6,3179.42,9456.42,5016.96,14727.8,26251.7,59624.6,18962.3,-21239.6,31081.2,157667
2012-Mar-01,23751.4,-373.8,9452.08,18144,14545.7,57169.1,17093.9,18229.1,-31376.8,31197.3,157832
2012-Mar-02,23737.8,-372.9,9396.42,17937.6,14535.7,57220.8,17065.7,18204.1,-31271.6,31197.3,157651
2012-Mar-05,23792.2,-366.9,9330.64,17822.4,14522.3,57479.3,17028.1,18047.6,-31145.4,31197.3,157707
2012-Mar-06,23697.1,-359.4,9120.65,17532,14295.2,56996.8,16807.2,17872.3,-30388.3,31197.3,156771
2012-Mar-07,23710.7,-360.3,9214.26,17678.4,14458.9,57083,16882.4,18003.8,-30766.9,31197.3,157101
2012-Mar-08,23785.4,-366.3,9345.82,17822.4,14605.8,57479.3,17070.4,18185.3,-31061.3,31197.3,158064
2012-Mar-09,23880.4,-366.4,9366.06,17805.6,14689.3,57668.8,17140.9,18266.7,-31313.7,31197.3,158335
2012-Mar-12,24152,-364.4,9363.53,17707.2,14649.2,57875.6,17140.9,18291.7,-31229.5,31197.3,158784
2012-Mar-13,24233.5,-370.4,9558.34,17920.8,14876.4,58306.3,17385.3,18654.8,-32428.3,31197.3,159334
2012-Mar-14,23873.6,-369,9535.57,17748,14856.3,58134,17380.6,18723.7,-32470.3,31197.3,158610
2012-Mar-15,23853.3,-371.7,9649.42,17776.8,14906.4,58237.4,17408.8,18773.7,-33038.1,31197.3,158393
2012-Mar-16,23615.6,-371,9608.94,17952,14812.9,57892.8,17319.5,18704.9,-33059.2,31922.6,158399
2012-Mar-19,23452.7,-373.3,9608.94,18033.6,14889.7,57927.3,17314.8,18842.6,-33227.4,31922.6,158391
2012-Mar-20,23479.8,-371.2,9497.62,17762.4,14913.1,57892.8,17225.5,18823.8,-33395.6,31922.6,157751
2012-Mar-21,23432.3,-371.2,9492.56,17551.2,14933.1,57979,17216.1,18817.6,-33248.4,31922.6,157725
2012-Mar-22,23486.6,-365.2,9386.3,17155.2,14896.4,58030.6,17159.7,18773.7,-32806.8,31922.6,157639
2012-Mar-23,23493.4,-369.1,9401.48,17342.4,14913.1,58168.5,17211.4,18773.7,-33080.2,31922.6,157777
2012-Mar-26,23656.4,-373.9,9540.63,17472,15150.2,58564.8,17512.2,19049.2,-33605.9,31922.6,158888
2012-Mar-27,23771.8,-373.1,9510.27,17296.8,15126.9,58530.3,17545.1,19042.9,-33290.5,31922.6,159083
2012-Mar-28,23574.9,-367.9,9419.19,17080.8,14996.6,58392.5,17507.5,18974.1,-33374.6,31922.6,158126
2012-Mar-29,23669.9,-368.4,9424.25,17080.8,14993.3,58375.2,17545.1,18936.5,-33038.1,31922.6,158541
2012-Mar-30,23792.2,-369.7,9467.26,17220,15060.1,58719.8,17676.7,18880.2,-33227.4,31922.6,159142
2012-Apr-02,10883,1499.6,9490.32,1738.8,19756.8,13224.7,17096.2,31333.4,22542.7,32661.3,160227
2012-Apr-03,10876.8,1488.4,9422.28,1723.68,19717.4,13151.6,17087.2,31312.9,22415.3,32661.3,159857
2012-Apr-04,10861.4,1467.6,9354.24,1701.6,19533.9,13109.2,16996.6,30942.8,22061.3,32661.3,158690
2012-Apr-05,10781,1459.2,9316.44,1692,19669.4,13109.2,16992,31014.8,22004.6,32661.3,158700
2012-Apr-09,10725.4,1438,9165.24,1670.64,19490.2,12989.9,16779.1,30798.9,21664.8,32661.3,157383
2012-Apr-10,10586.3,1408.4,8978.76,1637.76,19013.9,12874.4,16588.9,30367.1,21197.5,32661.3,155314
2012-Apr-11,10611.1,1423.6,9079.56,1638.24,19276.1,12939.9,16647.8,30541.9,21537.4,32661.3,156357
2012-Apr-12,10645.1,1462.4,9273.6,1674,19520.8,12947.6,16738.4,30922.2,21933.8,32661.3,157779
2012-Apr-13,10608,1445.2,9155.16,1648.8,19468.3,12947.6,16570.7,30439.1,21424.1,32661.3,156368
2012-Apr-16,10706.9,1449.6,9180.36,1637.76,19398.4,13001.5,16575.3,30120.4,21579.8,32661.3,156311
2012-Apr-17,10762.5,1469.2,9331.56,1664.4,19603.8,13132.4,16819.9,30778.3,21891.4,32661.3,158115
2012-Apr-18,10743.9,1465.2,9291.24,1661.04,19634.4,13132.4,16774.6,30552.2,21721.4,32661.3,157638
2012-Apr-19,10716.1,1460,9187.92,1658.88,19477.1,13090,16801.8,30212.9,21622.3,32661.3,156888
2012-Apr-20,10821.2,1459.2,9266.04,1655.04,19507.7,13209.4,16892.4,30099.8,21509,32661.3,157081
2012-Apr-23,10774.8,1441.2,9162.72,1653.36,19297.9,13005.3,16761,29863.4,21353.3,32661.3,155974
2012-Apr-24,10849,1441.2,9283.68,1665.6,19232.4,13009.2,16819.9,29801.7,21594,32661.3,156358
2012-Apr-25,10904.6,1471.6,9301.32,1682.16,19555.8,13093.8,16996.6,30644.7,21778.1,32661.3,158090
2012-Apr-26,10966.4,1470,9356.76,1699.92,19800.5,13213.2,16992,30881.1,21962.2,32661.3,159003
2012-Apr-27,11003.5,1477.2,9414.72,1699.2,20045.2,13194,17001.1,30870.8,21976.3,32661.3,159343
2012-Apr-30,11018.9,1466.8,9326.52,1709.76,19931.6,13159.3,16992,30655,21848.9,32661.3,158770
2012-May-01,10931.2,1660.05,9502.72,-2818.14,31310.6,13228.2,17206.1,24325,22714.6,31359,159419
2012-May-02,10867.2,1651.95,9505.28,-2772.12,31481.1,13239.8,17174.1,24341.2,22539.8,31359,159387
2012-May-03,10833.6,1633.05,9428.48,-2726.1,31235.6,13259.1,17110.1,24138,22350.4,31359,158621
2012-May-04,10848.9,1605.6,9292.8,-2663.7,30628.6,13154.9,16886.2,23633.9,22000.7,31359,156747
2012-May-07,10827.5,1606.95,9267.2,-2655.9,30615,13174.2,16922.7,23568.9,22131.8,31359,156817
2012-May-08,10845.8,1599.3,9244.16,-2647.32,30246.7,13143.3,16927.3,23487.6,21986.1,31359,156192
2012-May-09,10851.9,1584.9,9136.64,-2634.45,30130.8,13077.7,16813,23487.6,21738.4,31359,155545
2012-May-10,10952.5,1579.95,9149.44,-2645.76,30233.1,13170.3,16931.8,23308.7,21825.9,31359,155865
2012-May-11,10958.6,1575.45,9131.52,-2626.26,30171.7,13135.6,16913.6,23325,21578.2,31359,155522
2012-May-14,10946.4,1553.85,9026.56,-2582.58,29748.8,13081.5,16858.7,23121.7,21141.1,31359,154255
2012-May-15,10870.2,1530.45,8980.48,-2539.68,29701.1,13066.1,16758.2,23056.7,21024.5,31359,153807
2012-May-16,10885.4,1513.8,8970.24,-2525.25,29653.4,13108.6,16785.6,22869.7,20718.5,31359,153339
2012-May-17,10824.5,1480.5,8778.24,-2509.26,28869.1,13015.9,16630.2,22544.5,20296,31359,151289
2012-May-18,10803.1,1474.65,8734.72,-2493.66,28650.8,12938.7,16484,22333.1,20062.9,31359,150347
2012-May-21,10815.3,1517.85,8929.28,-2550.99,29155.5,12988.9,16643.9,22885.9,20252.3,31359,151997
2012-May-22,10891.5,1508.4,8962.56,-2544.75,29271.4,13004.3,16598.2,22812.8,20412.6,31359,152276
2012-May-23,10833.6,1526.4,9011.2,-2554.11,29428.3,12969.6,16525.1,22837.2,20485.4,31359,152422
2012-May-24,10876.3,1535.85,9000.96,-2552.16,29564.7,13093.1,16685.1,22707.1,20500,31359,152770
2012-May-25,10912.9,1529.55,8939.52,-2540.07,29517,13081.5,16643.9,22658.3,20427.1,31359,152529
2012-May-29,10946.4,1556.1,9059.84,-2582.58,29926.2,13174.2,16698.8,22959.1,20718.5,31359,153816
2012-May-30,10879.3,1528.2,8908.8,-2503.41,29455.6,13066.1,16602.8,22812.8,20237.7,31359,152347
2012-May-31,10937.3,1521.9,8875.52,-2481.57,29394.2,13039.1,16520.6,22707.1,20412.6,31359,152286
2012-Jun-01,39888.1,529.6,8798.31,-18922.2,22831.8,12368.7,16086,16972.8,20693.7,30267,149514
2012-Jun-04,40022.1,530.08,8706.96,-18907,22913.8,12409.7,16122.3,17072.6,20494.2,30267,149632
2012-Jun-05,40167.3,535.2,8733.06,-19068.6,23039.6,12394.8,16212.9,17178.7,20831.7,30267,150292
2012-Jun-06,40725.8,548.64,8965.35,-19657.2,23537.4,12562.6,16466.5,17571.8,21445.3,30267,152433
2012-Jun-07,41038.6,549.6,9014.94,-19669.4,23537.4,12607.4,16475.6,17484.5,21430,30267,152736
2012-Jun-08,41127.9,553.28,9082.8,-19672.5,23745.3,12715.6,16575.3,17677.9,21690.8,30267,153763
2012-Jun-11,41094.4,543.04,8965.35,-19404.1,23384.2,12655.9,16430.3,17428.3,21291.9,30267,152656
2012-Jun-12,41139.1,553.12,9108.9,-19678.6,23635.9,12715.6,16584.3,17603,21614.1,30267,153542
2012-Jun-13,41150.3,544.64,9017.55,-19428.5,23291.3,12696.9,16566.2,17497,21537.4,30267,153140
2012-Jun-14,41429.5,549.12,9088.02,-19733.5,23603.1,12872.2,16815.4,17584.3,21798.1,30267,154273
2012-Jun-15,41250.8,552.48,9124.56,-20014.1,23750.7,12805.1,16788.2,17702.9,21997.6,31033.6,154992
2012-Jun-18,41407.2,555.36,9145.44,-19834.1,23920.3,12838.7,16901.4,17833.9,21874.8,31033.6,155677
2012-Jun-19,41317.8,565.92,9268.11,-20120.9,24139.1,12827.5,17055.5,17971.2,22243,31033.6,156301
2012-Jun-20,40915.7,562.72,9218.52,-20041.5,24111.8,12760.3,17010.1,18002.4,22289,31033.6,155863
2012-Jun-21,40491.2,544.32,9038.43,-19221.1,23586.6,12611.1,16774.6,17578.1,21798.1,31033.6,154235
2012-Jun-22,40502.4,547.2,9069.75,-19349.2,23690.6,12648.4,16951.3,17771.5,21997.6,31033.6,154863
2012-Jun-25,40424.2,540.32,8902.71,-18916.1,23324.1,12570.1,16742.9,17409.6,21537.4,31033.6,153569
2012-Jun-26,40480.1,542.08,8918.37,-19120.4,23614,12599.9,16792.7,17478.2,21644.7,31033.6,153983
2012-Jun-27,40938.1,548,9004.5,-19517,23581.2,12674.5,16973.9,17584.3,21905.5,31033.6,154727
